ID,Gender,Owns_Car,Owns_Property,Children_Count,Income,Income_Type,Education_Level,Marital_Status,Housing_Type,Age,Employment_Duration,Occupation,Family_Size,Risk_Level,Account_Age,Is_Unemployed
5139572,F,Y,Y,2,225000.0,State servant,Incomplete higher,Married,House / apartment,40.1,22.1,Unknown,4.0,0,2,0
5139574,F,Y,Y,2,225000.0,State servant,Incomplete higher,Married,House / apartment,40.1,22.1,Unknown,4.0,1,39,0
5139575,F,Y,Y,2,225000.0,State servant,Incomplete higher,Married,House / apartment,40.1,22.1,Unknown,4.0,0,36,0
5139576,F,Y,Y,2,225000.0,State servant,Incomplete higher,Married,House / apartment,40.1,22.1,Unknown,4.0,0,3,0
5139577,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,29.9,0.3,Cleaning staff,1.0,0,22,0
5139578,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.1,,Unknown,1.0,1,40,1
5139579,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.1,,Unknown,1.0,0,12,1
5139580,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.1,,Unknown,1.0,0,15,1
5139581,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.1,,Unknown,1.0,0,23,1
5139582,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.1,,Unknown,1.0,0,9,1
5139583,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64.1,,Unknown,1.0,0,6,1
5139675,F,N,Y,0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,28.1,3.8,Sales staff,1.0,0,32,0
5139676,F,N,Y,0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,28.1,3.8,Sales staff,1.0,0,33,0
5139677,F,N,Y,0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,28.1,3.8,Sales staff,1.0,0,4,0
5139678,F,N,Y,0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,28.1,3.8,Sales staff,1.0,0,3,0
5139680,F,Y,N,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.4,10.7,Sales staff,3.0,0,22,0
5139681,F,Y,N,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.4,10.7,Sales staff,3.0,0,22,0
5139682,F,Y,N,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.4,10.7,Sales staff,3.0,0,9,0
5139683,F,Y,N,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.4,10.7,Sales staff,3.0,0,16,0
5139684,F,Y,N,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.4,10.7,Sales staff,3.0,0,5,0
5139685,F,Y,N,1,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.4,10.7,Sales staff,3.0,0,5,0
5139715,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.8,,Unknown,2.0,0,55,1
5139717,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.8,,Unknown,2.0,0,50,1
5139718,F,Y,Y,0,126000.0,Pensioner,Lower secondary,Widow,House / apartment,53.9,,Unknown,1.0,0,11,1
5139721,F,Y,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.4,0.6,Unknown,3.0,0,41,0
5139722,F,Y,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.4,0.6,Unknown,3.0,0,13,0
5139723,F,Y,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.4,0.6,Unknown,3.0,0,54,0
5139728,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,6.3,Cleaning staff,2.0,0,25,0
5139729,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,6.3,Cleaning staff,2.0,0,42,0
5139730,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,6.3,Cleaning staff,2.0,0,13,0
5139731,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,6.3,Cleaning staff,2.0,0,8,0
5139739,M,N,Y,0,202500.0,Working,Higher education,Married,With parents,26.5,7.3,Unknown,2.0,0,6,0
5139740,M,N,Y,0,202500.0,Working,Higher education,Married,With parents,26.5,7.3,Unknown,2.0,1,17,0
5139748,M,N,Y,0,202500.0,Working,Higher education,Married,With parents,26.5,7.3,Unknown,2.0,0,11,0
5139749,M,N,Y,0,202500.0,Working,Higher education,Married,With parents,26.5,7.3,Unknown,2.0,0,6,0
5139752,F,N,Y,0,105750.0,Working,Secondary / secondary special,Married,House / apartment,45.3,0.7,Accountants,2.0,0,16,0
5139757,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,64.9,20.5,Laborers,2.0,1,7,0
5139758,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,64.9,20.5,Laborers,2.0,1,43,0
5139759,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,64.9,20.5,Laborers,2.0,1,38,0
5139760,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,64.9,20.5,Laborers,2.0,1,48,0
5139761,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,64.9,20.5,Laborers,2.0,1,55,0
5139762,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,64.9,20.5,Laborers,2.0,1,47,0
5139764,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,64.9,20.5,Laborers,2.0,1,42,0
5139765,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,64.9,20.5,Laborers,2.0,0,11,0
5139776,F,N,Y,0,180000.0,Pensioner,Higher education,Widow,House / apartment,61.4,,Unknown,1.0,0,48,1
5139777,F,N,Y,0,180000.0,Pensioner,Higher education,Widow,House / apartment,61.4,,Unknown,1.0,0,47,1
5139779,F,N,Y,0,180000.0,Pensioner,Higher education,Widow,House / apartment,61.4,,Unknown,1.0,0,46,1
5139780,F,N,Y,0,180000.0,Pensioner,Higher education,Widow,House / apartment,61.4,,Unknown,1.0,0,45,1
5139781,F,N,Y,0,180000.0,Pensioner,Higher education,Widow,House / apartment,61.4,,Unknown,1.0,0,35,1
5139804,M,Y,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.9,3.3,Drivers,4.0,1,27,0
5139806,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,34.0,4.1,Managers,2.0,1,40,0
5139807,F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,34.0,4.1,Managers,2.0,1,52,0
5139811,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,24,0
5139812,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,38,0
5139813,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,40,0
5139814,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,45,0
5139815,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,49,0
5139816,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,51,0
5139817,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,38,0
5139818,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,23,0
5139819,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,36,0
5139820,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,30,0
5139821,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,28,0
5139822,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,24,0
5139823,M,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,43.8,20.1,Laborers,2.0,0,8,0
5139844,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,28.7,7.3,Unknown,2.0,0,22,0
5139845,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,28.7,7.3,Unknown,2.0,0,22,0
5139846,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,28.7,7.3,Unknown,2.0,0,17,0
5139847,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,28.7,7.3,Unknown,2.0,0,16,0
5139848,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,28.7,7.3,Unknown,2.0,0,5,0
5139849,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,28.7,7.3,Unknown,2.0,0,5,0
5139856,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,52.3,1.8,Core staff,1.0,1,49,0
5139857,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,52.3,1.8,Core staff,1.0,1,34,0
5139859,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,54.8,,Unknown,1.0,0,22,1
5139897,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,33,0
5139898,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,33,0
5139899,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,30,0
5139900,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,21,0
5139901,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,38,0
5139902,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,49,0
5139904,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,49,0
5139911,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,38,0
5139912,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,30,0
5139913,F,Y,N,1,166500.0,State servant,Higher education,Married,House / apartment,39.7,15.9,Medicine staff,3.0,0,24,0
5139914,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.4,0.8,Sales staff,4.0,0,47,0
5139916,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.4,0.8,Sales staff,4.0,0,50,0
5139917,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.4,0.8,Sales staff,4.0,0,22,0
5139946,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,54.7,8.8,Unknown,2.0,0,36,0
5139947,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,54.7,8.8,Unknown,2.0,0,35,0
5139948,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,54.7,8.8,Unknown,2.0,0,46,0
5139949,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,54.7,8.8,Unknown,2.0,0,41,0
5139950,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,54.7,8.8,Unknown,2.0,0,36,0
5139951,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,54.7,8.8,Unknown,2.0,0,35,0
5139952,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,0,43,0
5139953,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,1,43,0
5139954,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,0,39,0
5139955,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,0,39,0
5139956,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,0,34,0
5139957,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,1,21,0
5139958,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,0,20,0
5139959,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,1,10,0
5139961,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,1,60,0
5139962,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,32.2,1.1,Managers,2.0,0,10,0
5139981,M,Y,N,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.1,4.4,Unknown,2.0,0,10,0
5139982,M,Y,N,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.1,4.4,Unknown,2.0,0,21,0
5139983,M,Y,N,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,38.1,4.4,Unknown,2.0,0,7,0
5139984,M,N,Y,2,166500.0,Working,Secondary / secondary special,Married,House / apartment,30.1,7.5,Unknown,4.0,0,2,0
5139985,M,N,Y,2,166500.0,Working,Secondary / secondary special,Married,House / apartment,30.1,7.5,Unknown,4.0,0,36,0
5139987,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,25.5,4.1,Sales staff,1.0,0,22,0
5139988,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,25.5,4.1,Sales staff,1.0,0,22,0
5140003,F,N,Y,0,238500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,48.5,5.2,Unknown,2.0,0,3,0
5140012,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,41,0
5140013,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,31,0
5140014,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,31,0
5140015,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,31,0
5140016,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,40,0
5140017,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,48,0
5140018,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,60,0
5140019,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,1,48,0
5140020,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,23,0
5140021,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,43,0
5140022,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.1,3.9,Private service staff,2.0,0,18,0
5140027,F,N,Y,0,184500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.5,7.1,Laborers,2.0,0,38,0
5140046,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.6,,Unknown,1.0,0,8,1
5140050,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.6,,Unknown,2.0,0,33,1
5140057,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.3,3.4,Laborers,1.0,0,17,0
5140074,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.4,1.2,Core staff,2.0,0,20,0
5140075,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.4,1.2,Core staff,2.0,1,26,0
5140076,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.4,1.2,Core staff,2.0,1,22,0
5140077,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.4,1.2,Core staff,2.0,0,19,0
5140078,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.4,1.2,Core staff,2.0,0,6,0
5140079,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.4,1.2,Core staff,2.0,0,6,0
5140096,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,45.4,4.1,Core staff,2.0,0,12,0
5140097,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,45.4,4.1,Core staff,2.0,0,25,0
5140098,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,45.4,4.1,Core staff,2.0,0,30,0
5140099,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,45.4,4.1,Core staff,2.0,0,7,0
5140100,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,45.4,4.1,Core staff,2.0,0,2,0
5140101,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.5,3.5,Core staff,1.0,0,11,0
5140102,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.5,3.5,Core staff,1.0,0,10,0
5140103,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.5,3.5,Core staff,1.0,0,7,0
5140104,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.5,3.5,Core staff,1.0,0,11,0
5140105,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.5,3.5,Core staff,1.0,0,5,0
5140106,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,55.3,2.3,Laborers,2.0,0,27,0
5140107,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,55.3,2.3,Laborers,2.0,0,19,0
5140108,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,55.3,2.3,Laborers,2.0,0,11,0
5140109,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,55.3,2.3,Laborers,2.0,0,7,0
5140110,M,N,Y,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,24.8,1.1,Sales staff,1.0,0,17,0
5140111,M,N,Y,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,24.8,1.1,Sales staff,1.0,0,23,0
5140112,M,N,Y,0,193500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,24.8,1.1,Sales staff,1.0,0,23,0
5140113,F,N,Y,1,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.4,22.6,Core staff,3.0,1,38,0
5140114,F,N,Y,1,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.4,22.6,Core staff,3.0,0,21,0
5140115,F,N,Y,1,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45.4,22.6,Core staff,3.0,0,10,0
5140116,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,63.6,1.4,High skill tech staff,2.0,1,31,0
5140131,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,44.5,3.4,Cleaning staff,3.0,0,33,0
5140135,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,44.5,3.4,Cleaning staff,3.0,0,50,0
5140138,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,24.0,4.4,Laborers,3.0,1,26,0
5140139,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,24.0,4.4,Laborers,3.0,0,20,0
5140168,F,Y,Y,1,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,32.8,4.3,Managers,3.0,1,13,0
5140169,F,Y,Y,1,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,32.8,4.3,Managers,3.0,0,36,0
5140176,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.2,,Unknown,2.0,0,12,1
5140178,F,N,Y,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26.7,6.6,Unknown,1.0,0,44,0
5140179,F,N,Y,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26.7,6.6,Unknown,1.0,0,44,0
5140180,F,N,Y,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26.7,6.6,Unknown,1.0,0,35,0
5140190,M,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,27.4,2.1,Laborers,1.0,0,27,0
5140191,M,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,27.4,2.1,Laborers,1.0,0,7,0
5140192,M,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,27.4,2.1,Laborers,1.0,0,13,0
5142085,F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.8,4.7,Laborers,2.0,0,4,0
5142086,F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.8,4.7,Laborers,2.0,0,38,0
5142087,F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.8,4.7,Laborers,2.0,0,29,0
5142089,F,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,22,1
5142090,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,29.7,2.7,Security staff,2.0,0,15,0
5142091,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,29.7,2.7,Security staff,2.0,0,16,0
5142092,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,29.7,2.7,Security staff,2.0,0,23,0
5142093,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,29.7,2.7,Security staff,2.0,0,16,0
5142094,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,29.7,2.7,Security staff,2.0,0,7,0
5142095,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,29.7,2.7,Security staff,2.0,0,17,0
5142096,M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,29.7,2.7,Security staff,2.0,0,19,0
5142097,F,N,Y,0,112500.0,State servant,Higher education,Civil marriage,With parents,24.5,1.5,Unknown,2.0,0,0,0
5142098,F,N,Y,0,112500.0,State servant,Higher education,Civil marriage,With parents,24.5,1.5,Unknown,2.0,1,18,0
5142099,F,N,Y,0,112500.0,State servant,Higher education,Civil marriage,With parents,24.5,1.5,Unknown,2.0,0,3,0
5142100,F,N,Y,0,112500.0,State servant,Higher education,Civil marriage,With parents,24.5,1.5,Unknown,2.0,1,10,0
5142101,F,N,Y,0,112500.0,State servant,Higher education,Civil marriage,With parents,24.5,1.5,Unknown,2.0,0,8,0
5142102,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,28.2,4.4,Laborers,2.0,0,10,0
5142103,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,28.2,4.4,Laborers,2.0,0,4,0
5142104,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,28.2,4.4,Laborers,2.0,0,5,0
5142105,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,28.2,4.4,Laborers,2.0,0,5,0
5142106,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,28.2,4.4,Laborers,2.0,0,28,0
5142107,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,28.2,4.4,Laborers,2.0,0,1,0
5142108,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,28.2,4.4,Laborers,2.0,0,10,0
5142109,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,28.2,4.4,Laborers,2.0,0,14,0
5142112,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.9,14.7,Laborers,2.0,0,59,0
5142113,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.9,14.7,Laborers,2.0,0,47,0
5142114,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.9,14.7,Laborers,2.0,0,20,0
5142116,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.9,14.7,Laborers,2.0,0,59,0
5142117,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,49.5,6.8,Managers,3.0,0,38,0
5142118,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,49.5,6.8,Managers,3.0,0,33,0
5142119,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,2.7,Laborers,2.0,0,34,0
5142120,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,36.9,0.4,Unknown,3.0,0,7,0
5142125,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,36.9,0.4,Unknown,3.0,0,14,0
5142126,F,N,N,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,48.3,13.9,Cooking staff,2.0,0,18,0
5142127,F,N,N,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,48.3,13.9,Cooking staff,2.0,0,30,0
5142128,F,N,N,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,48.3,13.9,Cooking staff,2.0,0,18,0
5142129,F,N,N,0,283500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,48.3,13.9,Cooking staff,2.0,0,14,0
5142130,F,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,64.1,,Unknown,2.0,0,28,1
5142131,F,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,64.1,,Unknown,2.0,0,50,1
5142133,F,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,64.1,,Unknown,2.0,0,28,1
5142134,F,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,64.1,,Unknown,2.0,0,30,1
5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.5,13.7,Medicine staff,4.0,0,28,0
5142137,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.5,13.7,Medicine staff,4.0,1,41,0
5142138,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.5,13.7,Medicine staff,4.0,0,28,0
5142139,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.5,13.7,Medicine staff,4.0,0,6,0
5142141,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.5,13.7,Medicine staff,4.0,1,58,0
5142142,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.5,13.7,Medicine staff,4.0,0,28,0
5142143,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.5,13.7,Medicine staff,4.0,1,13,0
5142144,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,46.5,13.7,Medicine staff,4.0,0,2,0
